reviewid,title,url,score,best_new_music,author,author_type,pub_date,pub_weekday,pub_day,pub_month,pub_year
19075,here and nowhere else,http://pitchfork.com/reviews/albums/19075-cloud-nothings-here-and-nowhere-else/,8.7,1,ian cohen,contributor,2014-03-31,0,31,3,2014
19079,miles at the fillmore - miles davis 1970: the bootleg series vol. 3,http://pitchfork.com/reviews/albums/19079-miles-davis-miles-at-the-fillmore-miles-davis-1970-the-bootleg-series-vol-3/,8.8,1,mark richardson,executive editor,2014-03-31,0,31,3,2014
19168,real people ep,http://pitchfork.com/reviews/albums/19168-small-black-real-people-ep/,5.7,0,paul thompson,contributor,2014-03-31,0,31,3,2014
19137,physical world,http://pitchfork.com/reviews/albums/19137-bart-davenport-physical-world/,6.5,0,jayson greene,senior editor,2014-03-31,0,31,3,2014
19159,important picnic,http://pitchfork.com/reviews/albums/19159-gang-wizard-important-picnic/,7.7,0,marc masters,contributor,2014-03-31,0,31,3,2014
19122,teeth dreams,http://pitchfork.com/reviews/albums/19122-the-hold-steady-teeth-dreams/,6.4,0,paul thompson,contributor,2014-03-28,4,28,3,2014
19126,fenris district ep,http://pitchfork.com/reviews/albums/19126-machine-drum-fenris-district-ep/,6.6,0,larry fitzmaurice,contributor,2014-03-28,4,28,3,2014
19165,crush,http://pitchfork.com/reviews/albums/19165-2ne1-crush/,7.3,0,corban goble,contributor,2014-03-28,4,28,3,2014
19169,rize vadzimu rize,http://pitchfork.com/reviews/albums/19169-chimurenga-renaissance-rize-vadzimu-rize/,6.8,0,carrie battan,contributor,2014-03-28,4,28,3,2014
19076,ii: void worship,http://pitchfork.com/reviews/albums/19076-pilgrim-ii-void-worship/,7.4,0,grayson haver currin,contributor,2014-03-28,4,28,3,2014
19080,out among the stars,http://pitchfork.com/reviews/albums/19080-johnny-cash-out-among-the-stars/,7.4,0,kim kelly,contributor,2014-03-27,3,27,3,2014
19123,adventureland,http://pitchfork.com/reviews/albums/19123-glenn-kotche-adventureland/,7.2,0,winston cook-wilson,contributor,2014-03-27,3,27,3,2014
19160,the rite of spring,http://pitchfork.com/reviews/albums/19160-the-bad-plus-the-rite-of-spring/,6.7,0,jayson greene,senior editor,2014-03-27,3,27,3,2014
19077,dylan's gospel,http://pitchfork.com/reviews/albums/19077-brothers-and-sisters-dylans-gospel/,7,0,douglas wolk,contributor,2014-03-27,3,27,3,2014
19136,piedmont apocrypha,http://pitchfork.com/reviews/albums/19136-horseback-piedmont-apocrypha/,7.4,0,zoe camp,contributor,2014-03-27,3,27,3,2014
19164,my krazy life,http://pitchfork.com/reviews/albums/19164-yg-my-krazy-life/,8.1,0,craig jenkins,contributor,2014-03-26,2,26,3,2014
19125,panasonic ep,http://pitchfork.com/reviews/albums/19125-the-range-panasonic-ep/,7.4,0,brian howe,contributor,2014-03-26,2,26,3,2014
19078,dream.zone.achieve,http://pitchfork.com/reviews/albums/19078-smoke-dza-dreamzoneachieve/,6.2,0,nate patrin,contributor,2014-03-26,2,26,3,2014
19167,boy,http://pitchfork.com/reviews/albums/19167-carla-bozulich-boy/,7.6,0,matthew murphy,contributor,2014-03-26,2,26,3,2014
19120,iii: beneath trident's tomb,http://pitchfork.com/reviews/albums/19120-twilight-iii-beneath-tridents-tomb/,6.9,0,grayson haver currin,contributor,2014-03-26,2,26,3,2014
19124,singles,http://pitchfork.com/reviews/albums/19124-future-islands-singles/,8,0,jeremy d. larson,contributor,2014-03-25,1,25,3,2014
19088,lavender country,http://pitchfork.com/reviews/albums/19088-lavender-country-lavender-country/,8.6,1,jayson greene,senior editor,2014-03-25,1,25,3,2014
19135,two,http://pitchfork.com/reviews/albums/19135-owls-two/,7.3,0,ian cohen,contributor,2014-03-25,1,25,3,2014
19081,dissed and dismissed,http://pitchfork.com/reviews/albums/19081-tony-molina-dissed-and-dismissed/,7.5,0,lindsay zoladz,contributor,2014-03-25,1,25,3,2014
19157,winter & the wolves,http://pitchfork.com/reviews/albums/19157-grieves-winter-the-wolves/,4.7,0,jonah bromwich,contributor,2014-03-25,1,25,3,2014
19121,mess,http://pitchfork.com/reviews/albums/19121-liars-mess/,6.9,0,ian cohen,contributor,2014-03-24,0,24,3,2014
19109,by any means,http://pitchfork.com/reviews/albums/19109-kevin-gates-by-any-means/,7.5,0,renato pagnani,contributor,2014-03-24,0,24,3,2014
19158,oksastus,http://pitchfork.com/reviews/albums/19158-pan-sonic-oksastus/,7.1,0,nick neyland,contributor,2014-03-24,0,24,3,2014
19142,in.rak.dust,http://pitchfork.com/reviews/albums/19142-dutch-e-germ-inrakdust/,7.6,0,miles raymer,contributor,2014-03-24,0,24,3,2014
19104,louder space,http://pitchfork.com/reviews/albums/19104-obnox-louder-space/,8,0,marc masters,contributor,2014-03-24,0,24,3,2014
19139,recess,http://pitchfork.com/reviews/albums/19139-skrillex-recess/,5.7,0,nate patrin,contributor,2014-03-21,4,21,3,2014
19118,waterfall ep,http://pitchfork.com/reviews/albums/19118-evian-christ-waterfall-ep/,7.3,0,mark richardson,executive editor,2014-03-21,4,21,3,2014
19141,st. carolyn by the sea / suite from there will be blood,http://pitchfork.com/reviews/albums/19141-jonny-greenwood-bryce-dessner-st-carolyn-by-the-sea-suite-from-there-will-be-blood/,7.8,0,jayson greene,senior editor,2014-03-21,4,21,3,2014
19087,forcefield,http://pitchfork.com/reviews/albums/19087-tokyo-police-club-forcefield/,6.4,0,ian cohen,contributor,2014-03-21,4,21,3,2014
19089,light divide,http://pitchfork.com/reviews/albums/19089-jon-porras-light-divide/,7.6,0,grayson haver currin,contributor,2014-03-21,4,21,3,2014
19099,underneath the rainbow,http://pitchfork.com/reviews/albums/19099-the-black-lips-underneath-the-rainbow/,6.3,0,evan minsker,deputy news editor,2014-03-20,3,20,3,2014
19140,catch the throne: the mixtape,http://pitchfork.com/reviews/albums/19140-catch-the-throne-the-mixtape/,4,0,craig jenkins,contributor,2014-03-20,3,20,3,2014
18924,i am the last of all the field that fell: a channel ,http://pitchfork.com/reviews/albums/18924-current-93-i-am-the-last-of-all-the-field-that-fell-a-channel/,5.1,0,grayson haver currin,contributor,2014-03-20,3,20,3,2014
19138,endless struggle,http://pitchfork.com/reviews/albums/19138-offenders-we-must-rebeli-hate-myselfendless-struggle/,8.2,0,jason heller,contributor,2014-03-20,3,20,3,2014
19127,daughter of everything,http://pitchfork.com/reviews/albums/19127-vertical-scratchers-daughter-of-everything/,7.2,0,stuart berman,contributor,2014-03-20,3,20,3,2014
19114,darlings,http://pitchfork.com/reviews/albums/19114-kevin-drew-darlings/,7.6,0,ian cohen,contributor,2014-03-19,2,19,3,2014
19119,suck my shirt,http://pitchfork.com/reviews/albums/19119-the-coathangers-suck-my-shirt/,7.2,0,evan minsker,deputy news editor,2014-03-19,2,19,3,2014
19115,when the past arrives,http://pitchfork.com/reviews/albums/19115-woo-when-the-past-arrives/,7.7,0,andy beta,contributor,2014-03-19,2,19,3,2014
19129,vermont,http://pitchfork.com/reviews/albums/19129-vermont-vermont/,6.4,0,andrew gaerig,contributor,2014-03-19,2,19,3,2014
19134,mirrors the sky,http://pitchfork.com/reviews/albums/19134-lyla-foy-mirrors-the-sky/,7.3,0,stephen m. deusner,contributor,2014-03-19,2,19,3,2014
19094,lost in the dream,http://pitchfork.com/reviews/albums/19094-the-war-on-drugs-lost-in-the-dream/,8.8,1,stuart berman,contributor,2014-03-18,1,18,3,2014
19133,satellite flight: the journey to mother moon,http://pitchfork.com/reviews/albums/19133-kid-cudi-satellite-flight-the-journey-to-mother-moon/,6,0,jayson greene,senior editor,2014-03-18,1,18,3,2014
19110,awake,http://pitchfork.com/reviews/albums/19110-tycho-awake/,7,0,nick neyland,contributor,2014-03-18,1,18,3,2014
19117,dental denial,http://pitchfork.com/reviews/albums/19117-beth-israel-dental-denial/,7.1,0,evan minsker,deputy news editor,2014-03-18,1,18,3,2014
19070,the drain,http://pitchfork.com/reviews/albums/19070-psalm-zero-the-drain/,7.7,0,grayson haver currin,contributor,2014-03-18,1,18,3,2014
19086,say yes to love,http://pitchfork.com/reviews/albums/19086-perfect-pussy-say-yes-to-love/,8.6,1,lindsay zoladz,contributor,2014-03-17,0,17,3,2014
19111,hey ep,http://pitchfork.com/reviews/albums/19111-le1f-hey-ep/,7.6,0,andrew ryce,contributor,2014-03-17,0,17,3,2014
19112,we got a love,http://pitchfork.com/reviews/albums/19112-shit-robot-we-got-a-love/,6.4,0,nick neyland,contributor,2014-03-17,0,17,3,2014
19113,jimmy the burnout,http://pitchfork.com/reviews/albums/19113-nocando-jimmy-the-burnout/,7.7,0,nate patrin,contributor,2014-03-17,0,17,3,2014
19116,love is here to stay,http://pitchfork.com/reviews/albums/19116-bo-anders-persson-love-is-here-to-stay/,7.6,0,marc masters,contributor,2014-03-17,0,17,3,2014
19103,joyland,http://pitchfork.com/reviews/albums/19103-trust-joyland/,6.8,0,paul thompson,contributor,2014-03-14,4,14,3,2014
19131,the drive in theatre,http://pitchfork.com/reviews/albums/19131-curreny-the-drive-in-theatre/,7.6,0,jonah bromwich,contributor,2014-03-14,4,14,3,2014
19102,fabric 74,http://pitchfork.com/reviews/albums/19102-move-d-fabric-74/,8,0,larry fitzmaurice,contributor,2014-03-14,4,14,3,2014
19128,the unsemble,http://pitchfork.com/reviews/albums/19128-the-unsemble-the-unsemble/,6.6,0,jason heller,contributor,2014-03-14,4,14,3,2014
19105,hammer of the witch,http://pitchfork.com/reviews/albums/19105-ringworm-hammer-of-the-witch/,7,0,andy o'connor,contributor,2014-03-14,4,14,3,2014
18930,piata,http://pitchfork.com/reviews/albums/18930-freddie-gibbs-and-madlib-pinata/,8,0,nate patrin,contributor,2014-03-13,3,13,3,2014
19090,rat conspiracy,http://pitchfork.com/reviews/albums/19090-unwound-rat-conspiracy/,9.1,1,jason heller,contributor,2014-03-13,3,13,3,2014
19108,the take off and landing of everything,http://pitchfork.com/reviews/albums/19108-elbow-the-take-off-and-landing-of-everything/,6.2,0,jason heller,contributor,2014-03-13,3,13,3,2014
19095,the aquaplano sessions,http://pitchfork.com/reviews/albums/19095-donato-dozzy-nuel-voices-from-the-lake-the-aquaplano-sessions-velo-di-maya-ep/,8,0,andy beta,contributor,2014-03-13,3,13,3,2014
19132,soft opening,http://pitchfork.com/reviews/albums/19132-posse-soft-opening/,7.9,0,ian cohen,contributor,2014-03-13,3,13,3,2014
19098,dean wareham,http://pitchfork.com/reviews/albums/19098-dean-wareham-dean-wareham/,7.5,0,stuart berman,contributor,2014-03-12,2,12,3,2014
19072,young money: rise of an empire,http://pitchfork.com/reviews/albums/19072-young-money-rise-of-an-empire/,4.9,0,carrie battan,contributor,2014-03-12,2,12,3,2014
19063,"second poem to karmela"" or gypsies are important",http://pitchfork.com/reviews/albums/19063-peter-walker-bob-frank-second-poem-to-karmela-or-gypsies-are-important-bob-frank/,8.3,0,grayson haver currin,contributor,2014-03-12,2,12,3,2014
19084,untitled ep,http://pitchfork.com/reviews/albums/19084-benedek-untitled-ep/,7.6,0,andy beta,contributor,2014-03-12,2,12,3,2014
19085,the parasitic survival of the human race,http://pitchfork.com/reviews/albums/19085-dodsferd-the-parasitic-survival-of-the-human-race/,5.8,0,zoe camp,contributor,2014-03-12,2,12,3,2014
19130,zentropy,http://pitchfork.com/reviews/albums/19130-frankie-cosmos-zentropy/,8,0,mike powell,contributor,2014-03-11,1,11,3,2014
19107,belomancie,http://pitchfork.com/reviews/albums/19107-sun-araw-belomancie/,7.7,0,marc masters,contributor,2014-03-11,1,11,3,2014
19001,abandoned city,http://pitchfork.com/reviews/albums/19001-hauschka-abandoned-city/,6.5,0,brian howe,contributor,2014-03-11,1,11,3,2014
18962,heathen,http://pitchfork.com/reviews/albums/18962-thou-heathen/,8.4,0,kim kelly,contributor,2014-03-11,1,11,3,2014
19000,glow,http://pitchfork.com/reviews/albums/19000-tensnake-glow/,5.7,0,larry fitzmaurice,contributor,2014-03-11,1,11,3,2014
19101,love letters,http://pitchfork.com/reviews/albums/19101-metronomy-love-letters/,5.2,0,nate patrin,contributor,2014-03-10,0,10,3,2014
18987,eagulls,http://pitchfork.com/reviews/albums/18987-eagulls-eagulls/,7.4,0,brandon stosuy,contributor,2014-03-10,0,10,3,2014
19073,doubled exposure,http://pitchfork.com/reviews/albums/19073-d-charles-speer-and-the-helix-doubled-exposure/,6.6,0,joel oliphint,contributor,2014-03-10,0,10,3,2014
19091,axxa/abraxas,http://pitchfork.com/reviews/albums/19091-axxaabraxas-axxaabraxas/,6.7,0,t. cole rachel,contributor,2014-03-10,0,10,3,2014
18859,kindly bent to free us,http://pitchfork.com/reviews/albums/18859-cynic-kindly-bent-to-free-us/,4,0,grayson haver currin,contributor,2014-03-10,0,10,3,2014
19100,g i r l,http://pitchfork.com/reviews/albums/19100-pharrell-g-i-r-l/,6.2,0,larry fitzmaurice,contributor,2014-03-07,4,7,3,2014
19050,no mythologies to follow,http://pitchfork.com/reviews/albums/19050-m-no-mythologies-to-follow/,7.1,0,renato pagnani,contributor,2014-03-07,4,7,3,2014
19066,the soul of all natural things,http://pitchfork.com/reviews/albums/19066-linda-perhacs-the-soul-of-all-natural-things/,6.8,0,jayson greene,senior editor,2014-03-07,4,7,3,2014
19062,the drop beneath,http://pitchfork.com/reviews/albums/19062-eternal-summers-the-drop-beneath/,7.8,0,t. cole rachel,contributor,2014-03-07,4,7,3,2014
19052,spectre,http://pitchfork.com/reviews/albums/19052-laibach-spectre/,4.9,0,douglas wolk,contributor,2014-03-07,4,7,3,2014
19097,mastermind,http://pitchfork.com/reviews/albums/19097-rick-ross-mastermind/,5.8,0,craig jenkins,contributor,2014-03-06,3,6,3,2014
19071,guilty of everything,http://pitchfork.com/reviews/albums/19071-nothing-guilty-of-everything/,6.9,0,ian cohen,contributor,2014-03-06,3,6,3,2014
19069,yung archetype ep,http://pitchfork.com/reviews/albums/19069-tunde-olaniran-yung-archetype-ep/,7.3,0,kyle kramer,contributor,2014-03-06,3,6,3,2014
19068,aqonis,http://pitchfork.com/reviews/albums/19068-eadonmm-aqonis/,7.5,0,patrick st. michel,contributor,2014-03-06,3,6,3,2014
18881,three seashells,http://pitchfork.com/reviews/albums/18881-lakutis-three-seashells/,6.7,0,zach kelly,contributor,2014-03-06,3,6,3,2014
19096,warfaring strangers: darkscorch canticles,http://pitchfork.com/reviews/albums/19096-warfaring-strangers-darkscorch-canticles/,7.6,0,jason heller,contributor,2014-03-05,2,5,3,2014
18972,english oceans,http://pitchfork.com/reviews/albums/18972-drive-by-truckers-english-oceans/,6.7,0,ian cohen,contributor,2014-03-05,2,5,3,2014
18978,the power and the glory,http://pitchfork.com/reviews/albums/18978-perc-the-power-and-the-glory/,7.6,0,andrew gaerig,contributor,2014-03-05,2,5,3,2014
19042,the air you found,http://pitchfork.com/reviews/albums/19042-empty-flowers-the-air-you-found/,7.4,0,grayson haver currin,contributor,2014-03-05,2,5,3,2014
19083,dreams,http://pitchfork.com/reviews/albums/19083-whomadewho-dreams/,5.8,0,jonah bromwich,contributor,2014-03-05,2,5,3,2014
18971,tomorrow's hits,http://pitchfork.com/reviews/albums/18971-the-men-tomorrows-hits/,7.2,0,ian cohen,contributor,2014-03-04,1,4,3,2014
19067,death after life,http://pitchfork.com/reviews/albums/19067-thug-entrancer-death-after-life/,7.6,0,nate patrin,contributor,2014-03-04,1,4,3,2014
19035,estoile naiant ,http://pitchfork.com/reviews/albums/19035-patten-estoile-naiant/,6,0,nick neyland,contributor,2014-03-04,1,4,3,2014
19012,pulsing ep,http://pitchfork.com/reviews/albums/19012-tomas-barfod-pulsing-ep/,6.9,0,jamieson cox,contributor,2014-03-04,1,4,3,2014
19082,shochu sounds,http://pitchfork.com/reviews/albums/19082-obey-city-seiho-shochu-sounds/,6.8,0,patrick st. michel,contributor,2014-03-04,1,4,3,2014
19060,atlas,http://pitchfork.com/reviews/albums/19060-real-estate-atlas/,8.8,1,jayson greene,senior editor,2014-03-03,0,3,3,2014
19047,apocalypse soon ep,http://pitchfork.com/reviews/albums/19047-major-lazer-apocalypse-soon-ep/,5.8,0,jamieson cox,contributor,2014-03-03,0,3,3,2014
19065,the perfect lullaby vol. 2,http://pitchfork.com/reviews/albums/19065-nguzunguzu-the-perfect-lullaby-vol-2/,7.8,0,nate patrin,contributor,2014-03-03,0,3,3,2014
19019,soul jazz presents: studio one rocksteady,http://pitchfork.com/reviews/albums/19019-soul-jazz-presents-studio-one-rocksteady/,8.1,0,erin macleod,contributor,2014-03-03,0,3,3,2014
19053,island intervals,http://pitchfork.com/reviews/albums/19053-death-vessel-island-intervals/,7.5,0,jeremy gordon,contributor,2014-03-03,0,3,3,2014
19043,oxymoron,http://pitchfork.com/reviews/albums/19043-schoolboy-q-oxymoron/,7.8,0,craig jenkins,contributor,2014-02-28,4,28,2,2014
18963,"home, like noplace is there",http://pitchfork.com/reviews/albums/18963-the-hotelier-home-like-noplace-is-there/,8.2,0,ian cohen,contributor,2014-02-28,4,28,2,2014
19056,three love songs,http://pitchfork.com/reviews/albums/19056-ricky-eat-acid-three-love-songs/,7.8,0,marc hogan,senior staff writer,2014-02-28,4,28,2,2014
19061,electric balloon,http://pitchfork.com/reviews/albums/19061-ava-luna-electric-balloon/,7.7,0,lindsay zoladz,contributor,2014-02-28,4,28,2,2014
19006,wave 1,http://pitchfork.com/reviews/albums/19006-com-truise-wave-1/,6.7,0,paul thompson,contributor,2014-02-28,4,28,2,2014
19054,close to the glass,http://pitchfork.com/reviews/albums/19054-the-notwist-close-to-the-glass/,6.4,0,nick neyland,contributor,2014-02-27,3,27,2,2014
19037,moodymann,http://pitchfork.com/reviews/albums/19037-moodyman-moodymann/,7.8,0,andy beta,contributor,2014-02-27,3,27,2,2014
19051,workbook 25,http://pitchfork.com/reviews/albums/19051-bob-mould-workbook-25/,8,0,jason heller,contributor,2014-02-27,3,27,2,2014
19023,manhattan,http://pitchfork.com/reviews/albums/19023-skaters-manhattan/,4.8,0,stuart berman,contributor,2014-02-27,3,27,2,2014
19032,konstellaatio,http://pitchfork.com/reviews/albums/19032-artist-konstellaatio/,7.4,0,grayson haver currin,contributor,2014-02-27,3,27,2,2014
18961,present tense,http://pitchfork.com/reviews/albums/18961-wild-beasts-present-tense/,8.2,0,ian cohen,contributor,2014-02-26,2,26,2,2014
19055,indoor living,http://pitchfork.com/reviews/albums/19055-superchunk-indoor-living/,7.6,0,jayson greene,senior editor,2014-02-26,2,26,2,2014
19021,the satanist,http://pitchfork.com/reviews/albums/19021-behemoth-the-satanist/,8.2,0,grayson haver currin,contributor,2014-02-26,2,26,2,2014
19064,no. 2,http://pitchfork.com/reviews/albums/19064-christina-vantzou-no-2/,6.9,0,colin joyce,contributor,2014-02-26,2,26,2,2014
19057,inner fire,http://pitchfork.com/reviews/albums/19057-the-souljazz-orchestra-inner-fire/,6.6,0,winston cook-wilson,contributor,2014-02-26,2,26,2,2014
18959,morning phase,http://pitchfork.com/reviews/albums/18959-beck-morning-phase/,6.8,0,ryan dombal,senior editor,2014-02-25,1,25,2,2014
19041,hubba bubba,http://pitchfork.com/reviews/albums/19041-damaged-bug-hubba-bubba/,6.8,0,evan minsker,deputy news editor,2014-02-25,1,25,2,2014
