company,bean_origin,cocoa_percent,company_location,rating,bean_type,broad_bean_origin
Marana,San Martin,0.7,Peru,3.5,Unknown,Peru
Marigold's Finest,Cacao Nib Crunch,0.75,Canada,3.5,Unknown,Unknown
Martin Mayer,Alto Beni,0.76,Austria,3.5,Unknown,Bolivia
Martin Mayer,Pisa,0.82,Austria,3.75,Unknown,Haiti
Martin Mayer,Tumaco,0.74,Austria,3.75,Unknown,Colombia
Mayacama,Hispaniola,0.72,U.S.A.,3.75,Unknown,Domincan Republic
Minimal,Acul-du-Nord- 2015,0.7,Japan,4,Criollo- Trinitario,Haiti
Mission,Fazenda Camboa- Bahia,0.75,Brazil,4,Unknown,Brazil
Monarque,Oko Caribe,0.72,Canada,4,Unknown,Dominican Republic
Mutari,Kokoa Kamili- batch 1 SRB,0.68,U.S.A.,4,Unknown,Tanzania
Mutari,Oko Caribe- batch 1 SRB,0.71,U.S.A.,4,Unknown,Domincan Republic
Mutari,Ambanja- batch 1 SRB,0.68,U.S.A.,2.5,Unknown,Madagascar
Mutari,Tien Giang- batch 1 SRB,0.8,U.S.A.,2.75,Trinitario,Vietnam
Nugali,Fazenda Leolinda,0.7,Brazil,2.75,Trinitario (Scavina),Brazil
Ocho,Sang Yum Coop,1,New Zealand,2.75,Unknown,Samoa
Ocho,Sang Yum Coop,0.7,New Zealand,2.75,Unknown,Samoa
Omnom,Kakao Kamili- Kilombero Valley,0.7,Iceland,3,Trinitario,Tanzania
Pacari,Sierra Nevada- Tutu Iku,0.7,Ecuador,3,Unknown,Colombia
Palette de Bine,Lachua,0.7,Canada,3.25,Unknown,Guatemala
Palette de Bine,Maya Mtn,0.72,Canada,3.25,Trinitario,Belize
Pangea,Matasawalevu,0.76,Spain,3.25,Unknown,Fiji
Parliament,Kilombero Valley,0.7,U.S.A.,3.25,Unknown,Tanzania
Pinellas,Wampusirpi Region,0.8,U.S.A.,3.25,Unknown,Honduras
Potomac,Oko Caribe- Duarte Province- 2016 H.,0.7,U.S.A.,3.5,Unknown,Domincan Republic
Pump Street Bakery,Chocoan Rainforest- Teroro Escondido- ESM,0.77,U.K.,3.5,Unknown,Ecuador
Quetzalli (Wolter),Mexico- Lot 28022016,0.7,Mexico,3.75,Criollo,Mexico
Quetzalli (Wolter),Uranga- Lot 22032016,0.74,Mexico,3.5,Trinitario,Mexico
Raaka,Amazon Basin Blend,0.7,U.S.A.,3,Unknown,Peru(SMartin-Pangoa-nacional)
Raoul Boulanger,Piura,0.75,France,2,Criollo,Peru
Ritual,Camino Verde P.- Balao- 2015 harvest- batch8,0.75,U.S.A.,2,Unknown,Ecuador
Roasting Masters,La Dorado- light roast,0.7,South Korea,3,Unknown,Costa Rica
Roasting Masters,Tapanti- light roast,0.7,South Korea,3,Unknown,Costa Rica
Roasting Masters,Maleku,0.7,South Korea,2.75,Unknown,Costa Rica
Rogue,La Masica- Batch 1- FHIA Research Center,0.75,U.S.A.,2.75,Unknown,Honduras
Shattel,Tingo Maria,0.7,Peru,3,Unknown,Peru
Sirene,Wild Bolivia,0.73,Canada,3,Unknown,Bolivia
Sirene,Kokoa Kamili Coop,0.73,Canada,3.25,Unknown,Tanzania
Sirene,Esmeraldas- Salazar Farm,0.73,Canada,2.5,Unknown,Ecuador
Sol Cacao,Ecuador- Batch 1,0.7,U.S.A.,2.5,Unknown,Ecuador
Solkiki,Maranon- Fortunato No. 4,0.68,U.K.,3,Forastero (Nacional),Peru
Solkiki,Castillo- Hispaniola- unroasted,0.85,U.K.,3.5,Unknown,Domincan Republic
Solomons Gold,Solomon Island,0.7,New Zealand,3.5,Unknown,Solomon Islands
Solomons Gold,Solomon Island w/ nibs,0.75,New Zealand,2.5,Unknown,Solomon Islands
Soma,Oko Caribe- Duarte P.- Collab w Chocosol,0.62,Canada,2.5,Unknown,Domincan Republic
Soma,Sambirano Valley- Black Science- B-60307.0,0.7,Canada,2.75,Trinitario,Madagascar
Soma,Bahia Black- batch bra50722.1,0.7,Canada,2.75,Forastero (Parazinho),Brazil
Soma,Abstract S. w/ Jamaica nibs-batch abs60323.0,0.75,Canada,3.25,Unknown,Ven.-Ecu.-Peru-Nic.
Soma,Chuno- San Jose de Bocay- Pantasma R.-B.S.,0.7,Canada,2.25,Trinitario,Nicaragua
Soma,Tien Giang- Black S.- batch VIT60420.0,0.7,Canada,3,Trinitario,Vietnam
Soma,Camino Verde- Black S.- batch cvu6030.0,0.7,Canada,3,Unknown,Ecuador
Spencer,Dominican Republic- lot D82R,0.7,Australia,3,Unknown,Domincan Republic
Spencer,Ecuador- lot E432314L,0.7,Australia,3.25,Unknown,Ecuador
Spencer,Madagascar- lot M0403R,0.7,Australia,3.5,Unknown,Madagascar
Summerbird,Peru,0.61,Denmark,3.75,Criollo- Trinitario,Peru
Summerbird,Peru,0.71,Denmark,4,Criollo- Trinitario,Peru
Suruca Chocolate,Venezuela,0.7,Venezuela,3,Unknown,Venezuela
Suruca Chocolate,Venezuela,0.6,Venezuela,3.5,Unknown,Venezuela
Tan Ban Skrati,Paramaribo- batch 20160043-01,0.7,Suriname,3.75,Trinitario,Suriname
TCHO,West Africa,0.62,U.S.A.,2.5,Forastero,West Africa
Timo A. Meyer,Belize- med roast,0.72,Germany,3,Trinitario- TCGA,Belize
Two Ravens,Peru,0.6,U.S.A.,3,Criollo,Peru
Upchurch,Madagascar- Sassy Bar,0.72,U.S.A.,3.25,Trinitario,Madagascar
Upchurch,Tanzania- Party Bar,0.72,U.S.A.,3.25,Unknown,Tanzania
Vivra,Peru,0.7,U.S.A.,3.5,Unknown,Peru
Vivra,Ocumare,0.7,U.S.A.,3.5,Unknown,Venezuela
Vivra,Dominican Republic,0.7,U.S.A.,4,Unknown,Domincan Republic
Wellington Chocolate Factory,Conacado,0.7,New Zealand,3,Trinitario,Dominican Republic
Wellington Chocolate Factory,Piura Blanco- Norandino,0.7,New Zealand,2.5,Unknown,Peru
Willie's Cacao,Los Llanos,0.7,U.K.,2.75,Unknown,Colombia
Wm,Guasare- Zulia Prov.- 2015- batch 124,0.74,U.S.A.,3,Criollo,Venezuela
Wm,Wild Beniano- 2016- batch 128- Heirloom,0.76,U.S.A.,3,Unknown,Bolivia
Wm,Ghana- 2013- batch 129,0.75,U.S.A.,3.25,Unknown,Ghana
Zart Pralinen,Millot P.- Ambanja,0.7,Austria,3.25,Criollo- Trinitario,Madagascar
Zart Pralinen,UNOCACE,0.7,Austria,3.25,Nacional (Arriba),Ecuador
Zart Pralinen,San Juan Estate,0.85,Austria,3.5,Trinitario,Trinidad
Zart Pralinen,Kakao Kamili- Kilombero Valley,0.85,Austria,2.75,Criollo- Trinitario,Tanzania
Zart Pralinen,Kakao Kamili- Kilombero Valley,0.7,Austria,2.75,Criollo- Trinitario,Tanzania
Zart Pralinen,San Juan Estate- Gran Couva,0.78,Austria,3,Trinitario,Trinidad
Zokoko,Guadalcanal,0.78,Australia,3.5,Unknown,Solomon Islands
Zokoko,Goddess Blend,0.65,Australia,3.5,Unknown,Unknown
Alexandre,Winak Coop- Napo,0.7,Netherlands,3.5,Forastero (Nacional),Ecuador
Alexandre,La Dalia- Matagalpa,0.7,Netherlands,3.25,Criollo- Trinitario,Nicaragua
Alexandre,Tien Giang,0.7,Netherlands,3.5,Trinitario,Vietnam
Alexandre,Makwale Village- Kyela,0.7,Netherlands,3.5,Forastero,Tanzania
Beau Cacao,Asajaya E- NW Borneo- b. #132/4500,0.73,U.K.,3.75,Unknown,Malaysia
Beau Cacao,Serian E.- NW Borneo- b. #134/3800,0.72,U.K.,3.75,Unknown,Malaysia
Dalloway,Dominican Republic- batch 7,0.72,U.S.A.,2.75,Unknown,Dominican Republic
Dick Taylor,Lanquin Estate,0.7,U.S.A.,3,Unknown,Guatemala
French Broad,Norandino- batch 161208,0.7,U.S.A.,3,Unknown,Peru
Letterpress,La Masica- Batch 7- FHIA,0.7,U.S.A.,3,Unknown,Honduras
Letterpress,Maya Mtn- Batch 18- Heirloom,0.7,U.S.A.,3,Unknown,Belize
Madre,Guadalcanal,0.73,U.S.A.,3,Unknown,Solomon Islands
Soul,Dominican Republic,0.7,Canada,3.25,Unknown,Dominican Republic
Soul,Madagascar,0.7,Canada,3.25,Unknown,Madagascar
Soul,Venezuela,0.75,Canada,3.25,Unknown,Venezuela
Soul,Ecuador,0.75,Canada,3.5,Unknown,Ecuador
Soul,Papua New Guinea,0.77,Canada,3.5,Unknown,Papua New Guinea
Soul,Tanzania,0.8,Canada,3.5,Unknown,Tanzania
Spencer,Dominican Republic,0.7,U.S.A.,3.5,Unknown,Dominican Republic
Spencer,Ecuador,0.7,U.S.A.,3.5,Unknown,Ecuador
Spencer,Peru,0.7,U.S.A.,3.75,Unknown,Peru
Xocolla,Sambirano- batch 170102,0.7,U.S.A.,3.75,Unknown,Madagascar
Xocolla,Hispaniola- batch 170104,0.7,U.S.A.,3.75,Unknown,Dominican Republic
